user_id,item_id,rating,timestamp
15,114,5.0,1386633600
16,116,4.0,1342051200
16,117,5.0,1342051200
16,118,4.0,1342051200
16,119,4.0,1400112000
16,120,5.0,1400112000
16,121,5.0,1400112000
16,122,5.0,1403308800
17,124,5.0,1182556800
17,125,5.0,1183852800
17,126,5.0,1194134400
17,127,3.0,1196208000
17,128,5.0,1256774400
17,129,5.0,1256774400
18,131,1.0,1377216000
18,132,5.0,1388620800
18,133,5.0,1389398400
18,134,5.0,1389398400
18,135,3.0,1389398400
19,137,3.0,1370044800
19,138,4.0,1373500800
19,139,4.0,1373500800
19,140,5.0,1377216000
19,141,5.0,1377216000
19,142,5.0,1396310400
20,144,4.0,1296432000
20,145,3.0,1311379200
20,146,5.0,1312156800
20,147,2.0,1314230400
20,148,5.0,1317081600
21,150,5.0,1233273600
21,151,5.0,1258243200
21,152,1.0,1265328000
21,153,5.0,1342224000
22,155,5.0,1355356800
22,156,5.0,1355356800
22,157,5.0,1355356800
22,158,5.0,1355356800
22,159,5.0,1360368000
22,160,5.0,1372291200
23,162,4.0,1374451200
23,163,5.0,1374451200
23,164,4.0,1387756800
23,165,5.0,1397001600
23,166,5.0,1404864000
24,168,1.0,1355184000
24,169,4.0,1355184000
24,170,5.0,1365552000
24,171,5.0,1365552000
25,173,5.0,1400457600
25,174,5.0,1400457600
25,175,3.0,1400457600
25,176,3.0,1400457600
25,177,4.0,1403136000
25,178,2.0,1403136000
25,179,5.0,1403136000
25,180,4.0,1403136000
26,182,5.0,1328140800
26,183,5.0,1328140800
26,184,5.0,1328659200
26,185,5.0,1328659200
26,186,5.0,1328659200
27,188,5.0,1384214400
27,189,2.0,1388188800
27,190,1.0,1388188800
27,191,1.0,1388188800
28,192,2.0,1375920000
28,193,3.0,1376006400
28,194,2.0,1386806400
28,195,5.0,1386806400
28,196,5.0,1386806400
28,197,5.0,1386806400
29,199,5.0,1395360000
29,200,5.0,1395360000
29,201,5.0,1395360000
29,202,4.0,1395360000
30,204,5.0,1357516800
30,205,5.0,1357516800
30,206,5.0,1366761600
30,207,5.0,1366761600
31,209,5.0,1242086400
31,210,5.0,1362787200
31,211,5.0,1369785600
31,212,5.0,1369785600
31,213,5.0,1369785600
32,215,5.0,1356393600
32,216,5.0,1356393600
32,217,5.0,1356393600
32,180,5.0,1356393600
32,218,4.0,1357430400
32,219,4.0,1357430400
32,176,5.0,1357430400
32,220,5.0,1365292800
32,221,4.0,1365292800
32,222,5.0,1365292800
33,224,4.0,1338336000
33,225,4.0,1350691200
33,226,4.0,1350691200
33,227,3.0,1350691200
33,228,5.0,1358467200
33,229,1.0,1358467200
33,230,5.0,1358467200
33,231,4.0,1360454400
33,232,2.0,1363910400
34,214,5.0,1352678400
34,234,5.0,1352678400
34,235,5.0,1352678400
34,236,5.0,1352678400
34,237,4.0,1356566400
34,238,5.0,1356566400
34,239,5.0,1356566400
34,8,5.0,1357257600
34,240,5.0,1357257600
34,241,1.0,1357257600
34,242,4.0,1357257600
34,243,4.0,1357257600
34,244,5.0,1357257600
34,245,4.0,1357257600
34,246,4.0,1357257600
34,247,5.0,1401235200
34,248,5.0,1401235200
34,249,4.0,1401235200
34,250,5.0,1401235200
35,128,5.0,1399334400
35,252,5.0,1399334400
35,169,5.0,1399334400
35,253,5.0,1399334400
36,255,5.0,1299456000
36,256,5.0,1299456000
36,257,3.0,1300147200
36,258,3.0,1330214400
37,260,4.0,1335052800
37,261,5.0,1338249600
37,262,5.0,1338249600
37,263,3.0,1338249600
38,265,1.0,1368403200
38,266,3.0,1368403200
38,267,4.0,1369008000
38,268,2.0,1369008000
38,269,3.0,1370908800
39,228,2.0,1234656000
39,271,5.0,1386028800
39,272,5.0,1386028800
39,273,5.0,1386028800
40,56,4.0,1299974400
40,275,5.0,1299974400
40,276,4.0,1299974400
40,106,4.0,1299974400
40,277,3.0,1299974400
40,278,5.0,1299974400
40,279,5.0,1299974400
40,280,5.0,1300233600
40,281,1.0,1300233600
40,282,2.0,1322179200
41,284,5.0,1363392000
41,285,5.0,1363392000
41,286,5.0,1363392000
41,287,5.0,1363392000
42,289,3.0,1357257600
42,280,4.0,1357257600
42,290,5.0,1357257600
42,291,4.0,1357257600
42,292,4.0,1357257600
42,238,4.0,1357257600
42,293,4.0,1357257600
42,294,3.0,1357257600
42,211,4.0,1357257600
42,295,3.0,1357257600
42,296,4.0,1357257600
42,297,4.0,1357257600
42,201,4.0,1357257600
43,298,3.0,1380240000
43,299,4.0,1380240000
43,300,4.0,1380240000
43,301,3.0,1380240000
43,302,4.0,1399334400
43,273,4.0,1399334400
43,303,4.0,1399334400
44,304,5.0,1364688000
44,305,5.0,1364688000
44,306,5.0,1364688000
44,307,5.0,1364688000
44,308,5.0,1364688000
44,309,5.0,1364688000
45,311,5.0,1338336000
45,312,2.0,1338336000
45,313,5.0,1339372800
45,314,3.0,1339372800
45,315,2.0,1339372800
46,317,4.0,1306108800
46,318,3.0,1315699200
46,319,2.0,1316563200
46,320,1.0,1330041600
46,321,3.0,1337558400
47,78,4.0,1363046400
47,323,5.0,1363305600
47,324,5.0,1363305600
47,325,3.0,1363305600
47,326,5.0,1371427200
47,327,4.0,1371427200
47,328,3.0,1371427200
47,329,3.0,1371427200
47,330,5.0,1371427200
47,39,5.0,1371686400
47,331,4.0,1375747200
47,332,2.0,1390003200
47,333,3.0,1396569600
47,334,5.0,1396569600
48,83,5.0,1357603200
48,336,5.0,1357603200
48,337,5.0,1357603200
48,338,5.0,1357603200
48,182,5.0,1357776000
48,339,4.0,1357776000
49,261,5.0,1297209600
49,341,5.0,1297209600
49,342,3.0,1297209600
49,252,5.0,1297209600
49,343,5.0,1297209600
49,344,5.0,1297209600
49,345,5.0,1297209600
49,346,5.0,1297209600
49,347,5.0,1297209600
49,348,5.0,1297209600
50,261,5.0,1295136000
50,350,5.0,1299888000
50,351,3.0,1299888000
50,352,5.0,1299888000
51,192,4.0,1388880000
51,354,4.0,1388880000
51,337,5.0,1388880000
51,355,5.0,1388880000
51,356,5.0,1388880000
51,357,3.0,1388880000
51,358,4.0,1388880000
51,359,5.0,1388880000
52,112,5.0,1338595200
52,360,4.0,1339804800
52,361,5.0,1342742400
52,362,2.0,1345334400
52,363,2.0,1345939200
53,320,5.0,1370390400
53,365,5.0,1370390400
53,366,4.0,1370649600
53,367,5.0,1371168000
53,368,5.0,1372809600
53,369,5.0,1373328000
54,371,4.0,1362096000
54,372,3.0,1362096000
54,373,3.0,1362096000
54,374,3.0,1362096000
54,375,2.0,1362096000
54,376,1.0,1362096000
55,378,5.0,1199232000
55,379,5.0,1199318400
55,380,5.0,1200096000
55,381,5.0,1200182400
55,382,5.0,1200182400
55,383,4.0,1325030400
55,384,4.0,1325030400
55,385,3.0,1325030400
56,387,4.0,1389052800
56,388,5.0,1394323200
56,389,5.0,1394323200
56,390,3.0,1403136000
56,391,5.0,1403136000
56,392,1.0,1403136000
56,393,5.0,1403136000
56,394,1.0,1403136000
57,396,4.0,1268956800
57,397,4.0,1268956800
57,398,5.0,1268956800
57,399,5.0,1268956800
58,84,4.0,1368144000
58,401,5.0,1368835200
58,402,4.0,1373414400
58,403,5.0,1373587200
58,404,5.0,1381017600
58,405,4.0,1381017600
58,406,5.0,1381017600
58,164,3.0,1384128000
58,370,4.0,1384128000
58,407,5.0,1384128000
59,408,5.0,1393200000
59,409,5.0,1393200000
59,410,5.0,1393200000
59,411,5.0,1393200000
59,412,5.0,1393200000
59,413,5.0,1404000000
60,415,5.0,1306540800
60,416,5.0,1318204800
60,417,3.0,1339977600
60,418,5.0,1351728000
60,419,4.0,1357948800
60,420,4.0,1357948800
61,422,4.0,1381622400
61,423,2.0,1382313600
61,405,5.0,1382313600
61,424,5.0,1382313600
61,89,5.0,1386115200
62,426,1.0,1264982400
62,427,5.0,1283731200
62,370,3.0,1336348800
62,428,5.0,1358035200
62,429,2.0,1358035200
63,431,5.0,1389830400
63,432,3.0,1399075200
63,433,3.0,1400025600
63,434,5.0,1400630400
63,435,4.0,1401580800
63,436,5.0,1401667200
63,437,5.0,1401667200
63,438,5.0,1402704000
63,439,5.0,1402704000
63,440,5.0,1402704000
63,441,5.0,1402704000
64,443,5.0,1367280000
64,444,4.0,1367280000
64,445,4.0,1382486400
64,446,5.0,1388102400
64,447,5.0,1388102400
64,448,1.0,1388102400
64,449,3.0,1388102400
64,450,5.0,1388102400
64,451,4.0,1388102400
64,452,5.0,1392163200
65,454,4.0,1328832000
65,455,2.0,1329782400
65,456,5.0,1329782400
65,457,4.0,1330300800
65,458,5.0,1330473600
65,459,5.0,1330905600
65,164,5.0,1336953600
66,461,4.0,1225065600
66,462,5.0,1260403200
66,463,5.0,1266364800
66,464,4.0,1269475200
66,465,5.0,1283040000
66,466,5.0,1293580800
66,467,5.0,1321228800
66,112,5.0,1331769600
66,468,4.0,1334707200
66,469,4.0,1340236800
66,470,5.0,1358294400
66,471,5.0,1358294400
66,472,4.0,1361318400
66,473,4.0,1366156800
66,474,5.0,1366848000
66,475,5.0,1376438400
66,476,5.0,1376438400
66,440,5.0,1384905600
66,477,5.0,1389830400
66,478,5.0,1390435200
67,47,4.0,1379203200
67,321,4.0,1379203200
67,480,5.0,1385337600
67,481,5.0,1385337600
68,464,2.0,1252195200
68,483,5.0,1328054400
68,484,5.0,1385856000
68,485,4.0,1391472000
69,487,5.0,1397174400
69,21,5.0,1398384000
69,488,4.0,1398384000
69,404,5.0,1398384000
69,489,3.0,1398384000
69,490,5.0,1398556800
70,492,4.0,1377216000
70,245,3.0,1377216000
70,493,4.0,1377216000
70,295,5.0,1377216000
70,494,4.0,1377216000
71,496,3.0,1314576000
71,497,5.0,1314576000
71,498,4.0,1327104000
71,493,5.0,1347667200
71,499,5.0,1376870400
72,501,5.0,1299974400
72,502,5.0,1335312000
72,503,5.0,1357689600
72,504,5.0,1359590400
73,506,3.0,1390089600
73,507,5.0,1390262400
73,508,3.0,1390262400
73,509,5.0,1391385600
73,510,5.0,1391385600
73,511,5.0,1398038400
73,512,3.0,1398038400
74,514,5.0,1363996800
74,515,5.0,1363996800
74,423,2.0,1363996800
74,516,5.0,1363996800
74,517,5.0,1370995200
74,518,5.0,1370995200
75,520,5.0,1189641600
75,521,5.0,1235779200
75,145,3.0,1280448000
75,522,4.0,1304726400
75,129,5.0,1308700800
76,164,5.0,1383177600
76,524,3.0,1383177600
76,154,5.0,1400112000
76,525,5.0,1400112000
77,527,4.0,1293667200
77,528,5.0,1293667200
77,529,5.0,1293667200
77,71,5.0,1293753600
77,530,5.0,1293753600
77,531,5.0,1293753600
78,351,5.0,1289865600
78,533,5.0,1289865600
78,44,4.0,1289865600
78,534,4.0,1289865600
78,337,5.0,1289865600
78,535,5.0,1289865600
79,537,1.0,1363392000
79,538,5.0,1363478400
79,539,5.0,1363478400
79,540,5.0,1363478400
80,542,5.0,1110672000
80,543,5.0,1118793600
80,368,4.0,1118793600
80,58,4.0,1118793600
80,544,4.0,1119398400
81,120,5.0,1358640000
81,546,5.0,1369958400
81,547,5.0,1369958400
81,548,5.0,1383091200
82,550,5.0,1384819200
82,370,5.0,1396483200
82,551,2.0,1396483200
82,137,5.0,1396483200
83,553,5.0,1300665600
83,554,3.0,1300665600
83,555,3.0,1300665600
83,556,5.0,1300665600
84,557,5.0,1209168000
84,558,5.0,1219017600
84,559,3.0,1219017600
84,280,2.0,1219017600
84,560,5.0,1219017600
84,561,5.0,1219017600
84,562,5.0,1221091200
84,192,4.0,1222905600
85,564,5.0,1216166400
85,275,4.0,1216166400
85,565,1.0,1216166400
85,545,5.0,1251072000
86,140,4.0,1359504000
86,567,5.0,1359504000
86,354,5.0,1359504000
86,170,4.0,1359504000
86,240,5.0,1359504000
86,568,5.0,1359504000
86,569,4.0,1359504000
86,570,3.0,1359504000
86,571,5.0,1359504000
86,487,5.0,1359504000
86,572,5.0,1359504000
86,573,5.0,1359504000
86,574,5.0,1359504000
86,157,3.0,1359590400
86,238,5.0,1367020800
87,576,4.0,1266796800
87,577,3.0,1267747200
87,383,5.0,1338681600
87,578,5.0,1354838400
87,579,5.0,1354838400
87,580,5.0,1362096000
88,582,5.0,1384473600
88,223,5.0,1384473600
88,583,5.0,1384732800
88,584,5.0,1388361600
88,585,5.0,1388361600
88,450,4.0,1388361600
89,587,5.0,1366243200
89,144,2.0,1386892800
89,588,4.0,1386892800
89,589,5.0,1392249600
89,590,5.0,1392249600
89,591,5.0,1401062400
89,592,5.0,1401062400
89,593,4.0,1401062400
90,595,5.0,1369872000
90,596,5.0,1384819200
90,597,5.0,1384819200
90,598,5.0,1384992000
91,599,5.0,1393891200
91,600,5.0,1394323200
91,601,4.0,1394323200
91,602,5.0,1394323200
91,603,5.0,1394323200
91,604,5.0,1394323200
91,605,4.0,1394323200
91,273,2.0,1400284800
91,589,5.0,1400284800
91,571,5.0,1402531200
91,92,5.0,1404259200
92,607,5.0,1302220800
92,608,5.0,1302220800
92,84,4.0,1313452800
92,609,3.0,1320796800
92,322,5.0,1330387200
92,610,5.0,1330387200
92,29,3.0,1332288000
92,141,5.0,1332806400
92,611,5.0,1332806400
92,612,4.0,1353369600
92,613,2.0,1353369600
92,614,5.0,1374019200
93,616,5.0,1267315200
93,617,5.0,1282003200
93,618,5.0,1285804800
93,398,3.0,1289606400
93,619,5.0,1289606400
93,620,5.0,1289606400
94,337,5.0,1361318400
94,621,3.0,1361318400
94,622,4.0,1373155200
94,623,4.0,1373155200
95,625,4.0,1355443200
95,626,4.0,1358380800
95,584,5.0,1361577600
95,627,5.0,1361750400
95,628,5.0,1362614400
96,240,5.0,1402531200
96,630,2.0,1402531200
96,631,5.0,1402617600
96,632,5.0,1402617600
96,633,5.0,1402617600
97,635,4.0,1348012800
97,636,2.0,1363046400
97,637,4.0,1363046400
97,638,4.0,1384387200
98,640,5.0,1401148800
98,641,4.0,1401148800
98,642,4.0,1401148800
98,643,5.0,1401148800
98,644,3.0,1401148800
99,261,5.0,1293580800
99,152,4.0,1293580800
99,646,5.0,1293580800
99,647,5.0,1293580800
99,648,2.0,1293580800
100,446,5.0,1338768000
100,313,5.0,1338854400
100,156,1.0,1355097600
100,2,5.0,1355097600
101,650,5.0,1391212800
101,651,4.0,1392163200
101,652,5.0,1392508800
101,653,5.0,1402704000
101,654,5.0,1403049600
102,606,5.0,1359158400
102,56,5.0,1365120000
102,567,5.0,1365120000
102,618,5.0,1365120000
102,656,4.0,1365120000
102,317,4.0,1365120000
102,657,5.0,1365120000
102,658,5.0,1365120000
102,659,5.0,1365120000
102,141,5.0,1372982400
102,660,5.0,1372982400
102,130,5.0,1372982400
102,661,5.0,1372982400
102,44,5.0,1375315200
102,662,5.0,1375315200
102,9,5.0,1375315200
102,295,5.0,1375315200
102,663,5.0,1375315200
102,31,5.0,1386201600
102,132,5.0,1386201600
102,271,5.0,1397520000
102,664,5.0,1397520000
103,665,5.0,1292630400
103,666,5.0,1294012800
103,667,3.0,1294012800
103,668,5.0,1294012800
103,669,1.0,1299888000
103,85,3.0,1299888000
103,670,4.0,1305590400
103,671,5.0,1305590400
103,672,4.0,1308787200
103,618,5.0,1349136000
103,673,5.0,1369267200
103,674,4.0,1369267200
103,675,5.0,1389484800
103,375,5.0,1389484800
103,676,5.0,1389484800
104,678,5.0,1340236800
104,679,2.0,1340236800
104,297,4.0,1340236800
104,680,5.0,1340236800
104,681,4.0,1340236800
105,229,5.0,1357084800
105,683,4.0,1357084800
105,684,4.0,1379462400
105,685,5.0,1379462400
105,186,5.0,1379462400
105,686,5.0,1379462400
106,688,5.0,1271548800
106,689,3.0,1284076800
106,690,2.0,1288828800
106,8,5.0,1288828800
106,691,1.0,1288828800
106,692,5.0,1288828800
106,693,3.0,1305504000
106,694,4.0,1305504000
106,695,5.0,1314748800
106,41,3.0,1314748800
106,696,4.0,1314748800
106,697,5.0,1315008000
106,698,5.0,1344470400
106,699,2.0,1357171200
106,700,3.0,1360713600
106,701,1.0,1364083200
107,702,5.0,1316304000
107,152,4.0,1331510400
107,327,4.0,1347580800
107,703,5.0,1366156800
107,704,5.0,1376006400
108,706,2.0,1283644800
108,361,3.0,1289433600
108,707,5.0,1302220800
108,708,3.0,1302566400
108,709,3.0,1302566400
108,710,5.0,1303776000
108,711,3.0,1303776000
108,712,1.0,1304985600
108,713,1.0,1304985600
108,714,4.0,1306972800
108,715,5.0,1317686400
109,717,5.0,1316131200
109,718,5.0,1316131200
109,719,5.0,1317945600
109,720,5.0,1381708800
109,259,5.0,1381708800
110,662,4.0,1373414400
110,722,5.0,1373587200
110,723,5.0,1373587200
110,300,5.0,1373587200
110,75,1.0,1375833600
110,724,3.0,1376438400
110,725,1.0,1392681600
110,359,4.0,1392681600
110,726,1.0,1392681600
111,728,5.0,1364947200
111,729,5.0,1368489600
111,730,1.0,1368489600
111,72,4.0,1371686400
111,731,5.0,1371686400
111,305,3.0,1371686400
111,732,5.0,1371686400
111,733,5.0,1371686400
111,734,1.0,1371686400
111,735,5.0,1371686400
111,35,5.0,1380931200
111,736,5.0,1380931200
111,737,4.0,1380931200
111,738,1.0,1380931200
111,739,1.0,1380931200
111,253,5.0,1380931200
112,740,5.0,1309910400
112,741,5.0,1309910400
112,327,2.0,1369958400
112,119,4.0,1369958400
113,494,4.0,1325030400
113,722,4.0,1327363200
113,742,4.0,1360713600
113,743,5.0,1362787200
113,744,4.0,1376352000
113,745,5.0,1378771200
113,746,5.0,1378857600
113,747,4.0,1384387200
113,748,4.0,1384387200
113,749,5.0,1386547200
113,750,5.0,1386547200
113,751,4.0,1389744000
113,752,5.0,1394409600
113,753,5.0,1396915200
113,754,5.0,1397433600
113,755,5.0,1401235200
113,756,3.0,1404950400
114,259,4.0,1284249600
114,758,3.0,1284249600
114,317,3.0,1284249600
114,759,5.0,1284249600
114,760,3.0,1284249600
114,761,5.0,1290124800
114,762,5.0,1290124800
114,763,5.0,1298246400
114,276,4.0,1298246400
114,764,5.0,1298246400
114,765,4.0,1298246400
114,642,4.0,1298246400
115,767,5.0,1392854400
115,768,5.0,1397692800
115,769,5.0,1397692800
115,674,5.0,1397692800
115,770,5.0,1397692800
115,703,5.0,1397692800
115,771,5.0,1397692800
115,772,5.0,1397692800
115,422,5.0,1397692800
115,531,5.0,1398816000
115,773,5.0,1398816000
115,774,5.0,1398816000
115,46,5.0,1398816000
115,775,5.0,1398816000
115,776,5.0,1398816000
116,777,5.0,1400630400
116,240,5.0,1400630400
116,177,4.0,1400630400
116,671,5.0,1400630400
116,778,3.0,1400889600
116,779,3.0,1402531200
116,780,4.0,1402531200
116,781,4.0,1402531200
116,782,3.0,1402963200
116,726,5.0,1402963200
117,58,5.0,1305763200
117,784,5.0,1305763200
117,785,5.0,1311897600
117,65,5.0,1325721600
117,786,5.0,1353456000
117,787,5.0,1360627200
118,789,3.0,1373673600
118,790,2.0,1380672000
118,592,3.0,1388448000
118,791,5.0,1388620800
119,793,3.0,1358899200
119,8,5.0,1364947200
119,794,4.0,1364947200
119,795,5.0,1364947200
119,792,4.0,1365033600
119,796,4.0,1365033600
119,524,5.0,1365033600
119,797,5.0,1365033600
119,798,5.0,1365033600
119,799,5.0,1365033600
119,800,5.0,1366416000
120,802,3.0,1227657600
120,803,4.0,1228348800
120,804,3.0,1232928000
120,462,4.0,1260057600
120,805,4.0,1274659200
120,806,2.0,1289001600
120,807,3.0,1300492800
120,808,1.0,1303171200
120,747,3.0,1383436800
120,809,5.0,1386547200
120,810,3.0,1386633600
120,811,4.0,1386633600
120,812,3.0,1391904000
120,813,4.0,1397260800
120,814,4.0,1401494400
120,815,4.0,1404086400
120,816,4.0,1404086400
120,817,4.0,1404086400
120,818,3.0,1404259200
121,820,5.0,1390780800
121,606,5.0,1390780800
121,821,5.0,1390780800
121,439,2.0,1390780800
122,822,5.0,1296432000
122,823,5.0,1301097600
122,234,5.0,1301097600
122,91,5.0,1302134400
122,558,5.0,1316044800
123,51,5.0,1360108800
123,825,5.0,1360281600
123,826,5.0,1360281600
123,320,5.0,1360281600
123,827,5.0,1360281600
123,828,5.0,1374019200
123,829,5.0,1374019200
124,326,5.0,1332460800
124,831,5.0,1332460800
124,252,4.0,1336435200
124,832,4.0,1347235200
124,833,4.0,1347235200
124,834,5.0,1347235200
124,835,5.0,1357171200
124,836,5.0,1357171200
124,837,3.0,1357171200
124,636,5.0,1374710400
124,58,3.0,1375228800
124,838,5.0,1381536000
125,712,4.0,1120089600
125,839,4.0,1120089600
125,840,4.0,1120089600
125,841,4.0,1120089600
126,842,5.0,1349222400
126,351,5.0,1356739200
126,843,5.0,1361923200
126,297,5.0,1375833600
126,248,5.0,1385164800
127,844,1.0,1301529600
127,306,5.0,1302480000
127,845,5.0,1302480000
127,846,4.0,1308528000
127,847,5.0,1312416000
127,848,4.0,1313971200
127,849,4.0,1313971200
127,410,2.0,1316563200
127,850,5.0,1324598400
127,851,4.0,1345248000
127,852,5.0,1367452800
127,853,5.0,1367452800
128,855,4.0,1373328000
128,856,5.0,1373328000
128,857,4.0,1373328000
128,487,5.0,1398384000
129,859,3.0,1325808000
129,860,5.0,1328832000
129,861,4.0,1328832000
129,862,4.0,1328832000
129,239,5.0,1331510400
129,863,5.0,1331510400
129,354,5.0,1332979200
129,91,4.0,1332979200
129,864,5.0,1346544000
130,866,5.0,1286928000
130,589,5.0,1392163200
130,867,3.0,1395273600
130,868,2.0,1399593600
131,869,5.0,1239062400
131,870,4.0,1239235200
131,22,5.0,1239235200
131,277,3.0,1239235200
131,847,5.0,1239667200
131,322,5.0,1241568000
131,871,5.0,1242432000
131,872,5.0,1242432000
131,873,5.0,1243036800
131,874,5.0,1253145600
131,237,5.0,1253145600
131,875,5.0,1253145600
131,876,5.0,1253145600
131,877,4.0,1253145600
131,878,2.0,1290384000
131,879,5.0,1297296000
132,881,5.0,1360108800
132,508,5.0,1360108800
132,882,5.0,1366329600
132,883,5.0,1371600000
133,884,4.0,1386806400
133,885,5.0,1388534400
133,886,5.0,1388534400
133,887,2.0,1388534400
133,888,5.0,1388534400
134,890,4.0,1277078400
134,96,1.0,1277078400
134,73,3.0,1277078400
134,351,3.0,1277078400
134,891,5.0,1277078400
134,892,1.0,1277078400
135,894,5.0,1378339200
135,895,5.0,1378339200
135,896,4.0,1385078400
135,897,4.0,1385078400
136,712,3.0,1097798400
136,899,5.0,1097798400
136,900,3.0,1097798400
136,58,2.0,1097798400
136,901,2.0,1097798400
136,902,3.0,1118966400
136,261,5.0,1118966400
136,903,5.0,1118966400
136,904,5.0,1135728000
137,906,5.0,1388793600
137,907,4.0,1389830400
137,776,5.0,1389830400
137,908,5.0,1391904000
138,508,1.0,1392163200
138,850,5.0,1396310400
138,333,5.0,1396310400
138,910,4.0,1396310400
138,416,2.0,1396310400
138,657,1.0,1396310400
138,171,4.0,1396310400
139,264,5.0,1353974400
139,912,5.0,1353974400
139,913,4.0,1354665600
139,914,4.0,1354665600
140,916,5.0,1401753600
140,917,4.0,1401753600
140,918,5.0,1402358400
140,919,5.0,1402358400
140,252,5.0,1402358400
140,794,5.0,1402358400
140,920,5.0,1402358400
141,922,5.0,1389744000
141,410,2.0,1390176000
141,923,4.0,1390176000
141,359,2.0,1390348800
141,382,1.0,1392854400
141,114,2.0,1398902400
142,925,4.0,1379548800
142,926,3.0,1380153600
142,440,5.0,1383091200
142,927,5.0,1384992000
142,810,4.0,1389830400
143,929,5.0,1286150400
143,930,2.0,1286150400
143,931,5.0,1286150400
143,932,4.0,1286150400
143,933,2.0,1286409600
143,174,5.0,1288742400
143,934,2.0,1293062400
143,935,3.0,1295049600
143,936,1.0,1295395200
143,937,3.0,1297728000
143,344,5.0,1299801600
143,938,5.0,1300147200
143,939,5.0,1306195200
143,940,4.0,1315958400
143,229,4.0,1315958400
143,941,4.0,1332028800
143,725,3.0,1355443200
143,942,4.0,1385424000
144,943,5.0,1265673600
144,944,4.0,1274313600
144,931,5.0,1274572800
144,588,3.0,1324598400
144,945,5.0,1325721600
144,946,3.0,1326240000
144,947,4.0,1326326400
144,948,5.0,1336867200
144,153,5.0,1337212800
144,949,5.0,1352851200
144,950,3.0,1361577600
144,951,2.0,1403481600
145,953,5.0,1105315200
145,954,5.0,1164153600
145,364,5.0,1172275200
145,955,5.0,1187654400
145,122,5.0,1188950400
146,457,4.0,1386374400
146,186,5.0,1386374400
146,957,4.0,1386374400
146,958,5.0,1386374400
147,900,4.0,1309132800
147,733,5.0,1309737600
147,960,4.0,1315785600
147,961,4.0,1322697600
147,962,5.0,1383868800
148,47,5.0,1364774400
148,174,4.0,1364774400
148,361,5.0,1364774400
148,240,5.0,1364774400
148,9,5.0,1364774400
148,964,4.0,1364774400
149,965,5.0,1345075200
149,169,5.0,1355529600
149,966,5.0,1355529600
149,967,4.0,1355529600
150,968,1.0,1322956800
150,969,5.0,1329350400
150,143,5.0,1329609600
150,970,5.0,1351900800
150,971,2.0,1351900800
151,972,4.0,1360540800
151,973,5.0,1360540800
151,800,3.0,1360540800
151,578,4.0,1360540800
151,75,1.0,1360540800
151,974,4.0,1367798400
152,851,5.0,1397260800
152,773,5.0,1397260800
152,2,4.0,1397260800
152,976,4.0,1397260800
153,192,2.0,1383091200
