16,121,4108,1525,1067,3603
16,122,530,4107,4783,3086
17,124,3222,1662,5473,3213
17,125,1444,1601,106,2738
17,126,2018,6172,396,1797
17,127,295,499,2044,4258
17,128,6117,5698,2158,4123
17,129,6960,6740,2569,430
18,131,2135,7042,1565,1485
18,132,4087,1156,6732,4757
18,133,5597,5716,5153,2138
18,134,4615,1685,5019,2145
18,135,5004,3031,5342,6881
19,137,2765,858,6946,3916
19,138,2799,5013,4908,1020
19,139,6715,87,3258,5407
19,140,950,5733,4085,4981
19,141,6102,127,6264,798
19,142,418,6571,5955,533
20,144,6599,755,5788,485
20,145,1664,4847,6311,1290
20,146,5238,949,3086,3425
20,147,3665,6936,5605,3076
20,148,3057,6862,768,2555
21,150,4943,6508,6442,6719
21,151,3953,6506,41,5572
21,152,2290,6116,3587,730
21,153,5375,773,6260,4201
22,155,4880,303,2266,2056
22,156,5196,1323,3393,6106
22,157,1173,4247,4294,3002
22,158,4354,5193,5538,1223
22,159,6683,6884,1985,2514
22,160,3901,5103,2806,3964
23,162,5316,3637,4292,98
23,163,6596,6819,6726,5968
23,164,2456,2680,1085,897
23,165,6905,6432,6896,6697
23,166,1492,6969,1572,1211
24,168,1062,1901,173,6462
24,169,2006,2937,6061,866
24,170,4944,2510,1952,6233
24,171,2370,5801,5952,5233
25,173,3336,3819,4911,6653
25,174,3622,2295,2307,594
25,175,6347,4174,6899,5314
25,176,632,6137,868,6176
25,177,2736,4709,2599,140
25,178,2870,2733,6280,6610
25,179,1827,3077,7042,3378
25,180,5812,511,4770,6738
26,182,1357,929,495,6522
26,183,1813,57,3319,2789
26,184,1889,6626,3272,4287
26,185,4206,5469,3576,6931
26,186,3545,6418,4170,3221
27,188,6629,6016,6684,4567
27,189,330,3039,4855,5202
27,190,4864,6320,1976,3227
27,191,5544,4099,1444,2737
28,192,3971,352,846,183
28,193,569,5731,708,5458
28,194,547,6473,3774,2567
28,195,2688,2867,4852,1192
28,196,4891,3516,5675,3194
28,197,4073,1143,1625,206
29,199,6229,2302,3467,1970
29,200,2955,1985,835,2151
29,201,5228,4324,2572,336
29,202,1673,6225,2964,704
30,204,6999,2933,5756,5248
30,205,1946,6260,257,4674
30,206,6824,3487,5049,6542
30,207,5214,4216,3390,4183
31,209,2629,635,2363,2894
31,210,6967,275,3056,832
31,211,3980,6739,4588,4742
31,212,2430,1636,2299,326
31,213,5348,6537,1425,6030
32,176,3232,3797,2918,4201
32,180,2096,1376,1078,3046
32,215,6691,1904,621,253
32,216,857,213,5422,4506
32,217,4636,4890,94,1646
32,218,3939,2228,917,1591
32,219,2900,4873,224,2153
32,220,1199,6711,3209,2895
32,221,3940,1505,2996,3130
32,222,6924,4821,2276,4748
33,224,3576,3893,5691,1833
33,225,5361,5985,3964,5913
33,226,4265,901,5289,1866
33,227,6800,3001,267,5681
33,228,6306,1451,5875,3751
33,229,6317,3379,3248,3991
33,230,4450,4179,4295,5972
33,231,2406,1557,5714,3714
33,232,3508,6359,5190,3226
34,8,684,6377,2392,4193
34,214,3363,5239,3558,6751
34,234,2516,2673,3114,2629
34,235,681,2079,2717,4208
34,236,2536,1621,3427,6557
34,237,2949,4352,1520,6774
34,238,5332,3045,437,6822
34,239,1704,4267,270,4216
34,240,4078,4164,2565,1156
34,241,759,5108,4234,6574
34,242,5228,6619,2439,3110
34,243,3845,5168,302,483
34,244,2310,2159,767,5231
34,245,4631,857,4432,1342
34,246,3664,4429,6743,5635
34,247,4841,2717,1638,4021
34,248,5046,3092,5758,4161
34,249,3467,2053,377,6315
34,250,4796,3366,1563,2384
35,128,6669,1826,1172,1033
35,169,404,527,4692,5204
35,252,5526,4093,915,5215
35,253,5073,449,2911,1148
36,255,6059,4228,6095,4729
36,256,426,556,6640,2060
36,257,2217,4847,3565,1888
36,258,2797,2919,4083,1552
37,260,3310,3217,68,2115
37,261,611,1436,1069,4830
37,262,4146,4506,3323,5304
37,263,5637,1969,2379,4062
38,265,385,6869,135,6908
38,266,4917,5458,4542,5268
38,267,476,5269,4761,484
38,268,965,3539,3731,3884
38,269,2230,621,3642,4422
39,228,247,3295,3671,4169
39,271,7039,4560,1889,5707
39,272,3015,6498,5987,4140
39,273,6813,4476,316,1014
40,56,2949,916,3935,4660
40,106,6353,3818,5813,2808
40,275,7000,2870,5884,6577
40,276,4299,1004,3247,4036
40,277,614,2414,4172,5389
40,278,1532,6430,2545,6365
40,279,3339,4374,1978,2417
40,280,6460,4110,1080,838
40,281,2989,870,3877,4730
40,282,3727,1866,4022,2104
41,284,6131,2626,315,1288
41,285,6958,187,1660,6062
41,286,556,2357,441,6286
41,287,5752,3489,5576,5868
42,201,22,1505,1895,6000
42,211,6576,4655,2896,5318
42,238,6601,4913,3997,2672
42,280,469,1160,3884,4464
42,289,2871,2924,4885,4022
42,290,5940,6427,6179,5861
42,291,170,452,5738,6628
42,292,4690,964,2087,5884
42,293,5722,622,135,6819
42,294,6236,6367,648,1149
42,295,217,1723,5290,1688
42,296,6685,2546,3079,4322
42,297,2723,2223,3805,5356
43,273,2223,3981,511,2342
43,298,1477,4938,4072,4151
43,299,2298,5048,3962,4171
43,300,1858,4992,2524,1751
43,301,1251,3067,5462,5195
43,302,2580,5125,5073,4173
43,303,238,5233,1947,6373
44,304,4716,6445,798,5791
44,305,128,635,3717,2831
44,306,3210,1890,3900,3244
44,307,2081,4757,5838,2110
44,308,5514,5441,4396,977
44,309,1547,3323,2033,2225
45,311,1145,3393,5556,6767
45,312,1447,476,4672,4220
45,313,437,4243,6970,2958
45,314,3873,3827,2872,4146
45,315,6676,2862,5326,5212
46,317,4696,2231,4869,4841
46,318,6323,148,6294,489
46,319,513,5757,1224,6293
46,320,2257,668,3488,1111
46,321,1250,5474,4398,4577
47,39,2611,2492,2463,5823
47,78,5338,764,296,1697
47,323,6501,2711,1448,2513
47,324,4566,3219,6849,106
47,325,2590,5613,949,6
47,326,2873,1728,1614,1149
47,327,4592,3299,6168,1895
47,328,1994,3158,5514,562
47,329,4042,1282,970,6727
47,330,5309,4739,6982,5894
47,331,6285,5792,1041,1622
47,332,2384,6489,2793,5821
47,333,5730,4057,3629,216
47,334,1526,4259,5228,6303
48,83,1048,4508,6409,574
48,182,403,472,4545,1326
48,336,6139,656,3193,4979
48,337,1204,6910,5118,4309
48,338,1863,5880,6843,1210
48,339,1931,2640,2482,204
49,252,1992,4128,4041,4719
49,261,4367,3131,4702,4238
49,341,542,2274,5159,412
49,342,2008,4773,190,1230
49,343,777,5423,2459,5318
49,344,737,6012,2792,4664
49,345,2411,277,2478,4309
49,346,4464,5962,1012,3094
49,347,5078,868,5859,415
49,348,3942,4455,669,5598
50,261,206,4439,1099,1281
50,350,5942,4474,3043,1372
50,351,1249,4245,815,284
50,352,5578,6146,4054,4477
51,192,2295,87,3265,4107
51,337,235,986,4188,5249
51,354,6901,5100,1847,5862
51,355,777,3637,1654,6836
51,356,4701,5216,3995,6271
51,357,4934,5785,3623,4516
51,358,5064,1028,6244,3853
51,359,3645,5139,4150,4089
52,112,162,5474,1904,1801
52,360,5479,1652,1811,4422
52,361,1475,1125,6775,379
52,362,4100,5673,4951,20
52,363,6752,4874,5919,3627
53,320,6534,3293,5969,4633
53,365,449,3418,6757,6814
53,366,907,4222,4948,1969
53,367,728,4906,5611,3197
53,368,525,5250,3814,1214
53,369,269,1927,3931,2621
54,371,4305,2527,4803,6974
54,372,2330,1609,6728,2046
54,373,4411,2463,5381,4678
54,374,2221,4469,4393,2502
54,375,497,4936,4355,5142
54,376,6191,935,2855,2553
55,378,2664,1420,6344,2909
55,379,1490,4767,5173,4470
55,380,5694,3380,6109,4565
55,381,5458,2115,1877,738
55,382,5943,6584,5238,3644
55,383,2898,1234,6377,360
55,384,6387,2681,2287,944
55,385,4313,2664,4843,6730
56,387,3048,292,2458,1533
56,388,2626,343,1147,6275
56,389,62,5570,3580,2048
56,390,5032,3652,6995,3374
56,391,1187,1484,6169,3342
56,392,7017,2288,2631,6519
56,393,6607,2021,2251,3309
56,394,3911,426,1345,2759
57,396,4714,4146,6110,1563
57,397,1232,2551,872,5312
57,398,3243,1453,4853,3453
57,399,1911,1522,2586,1861
58,84,4441,5116,3280,6744
58,164,5989,4194,5948,2763
58,370,3408,5905,2403,6675
58,401,3586,2980,2667,1286
58,402,3154,5450,6942,6823
58,403,3614,4830,2091,3896
58,404,3008,4606,3016,2373
58,405,5952,6415,1196,4761
58,406,2427,2623,2603,4715
58,407,6976,6510,1138,3678
59,408,698,6027,3498,4729
59,409,3140,3403,272,4524
59,410,1112,3081,488,2538
59,411,3430,5345,6035,2745
59,412,1043,3922,4044,5377
59,413,5683,53,2443,6596
60,415,6686,814,6979,1000
60,416,2655,231,5577,1075
60,417,3300,5377,5636,6885
60,418,2649,5893,1322,6613
60,419,2195,7009,6329,4647
60,420,4737,1232,1818,5496
61,89,749,1954,2895,5790
61,405,3292,39,5851,3578
61,422,6002,4354,997,4850
61,423,70,4462,4285,749
61,424,3132,4000,2240,749
62,370,2633,1237,1031,6094
62,426,4365,5492,3983,4461
62,427,2195,961,5266,2348
62,428,2778,4147,6835,6158
62,429,6088,6506,160,555
63,431,2237,1132,2554,5265
63,432,1413,6758,1908,6083
63,433,3716,2245,2392,26
63,434,4483,5170,3776,3684
63,435,1100,6021,7031,5892
63,436,5901,878,3189,5465
63,437,4163,5108,712,1199
63,438,5922,780,600,4829
63,439,5225,3256,5444,3142
63,440,5950,1546,5758,2599
63,441,1752,5485,835,975
64,443,6191,2398,4121,4911
64,444,396,1745,6501,4067
64,445,1041,2540,662,4431
64,446,2353,3834,814,1585
64,447,498,1769,1746,4207
64,448,683,5433,5448,6795
64,449,6494,1908,3220,3347
64,450,1493,2627,4960,1649
64,451,6975,5180,193,3554
64,452,1370,3304,4598,3123
65,164,1372,5239,3533,2642
65,454,6316,4367,3743,5794
65,455,1940,3494,2276,2140
65,456,3656,209,5629,3269
65,457,6679,2876,6936,6924
65,458,2260,4092,1209,2259
65,459,3618,6752,3619,944
66,112,6219,6033,1532,4133
66,440,6623,2074,5984,2462
66,461,4701,4649,5161,4733
66,462,3856,244,1543,1603
66,463,130,2828,2122,5087
66,464,2320,2820,5465,5492
66,465,3395,2185,5815,2786
66,466,3714,5399,2546,6192
66,467,1545,360,1936,311
66,468,2863,1318,5776,6763
66,469,5271,38,3441,1919
66,470,2156,6291,6760,1825
66,471,4247,4487,5513,2077
66,472,2041,892,6322,1177
66,473,1654,3528,603,4748
66,474,6473,5905,2955,6853
66,475,6247,897,5887,1570
66,476,2217,6999,5674,174
66,477,5711,182,2716,1427
66,478,5660,559,5814,5811
67,47,4177,2802,2322,124
67,321,3565,5339,2375,3942
67,480,3059,2166,6680,851
67,481,4317,6736,2950,7019
68,464,2516,244,6239,5250
68,483,6954,1629,2733,5339
68,484,5359,1035,6411,3810
68,485,4700,2849,5573,2078
69,21,2071,5462,3545,4458
69,404,2868,819,72,5479
69,487,462,2455,3213,5370
69,488,6984,3632,4950,6046
69,489,2773,3991,283,1041
69,490,1664,3048,496,3842
70,245,4344,1882,5320,1152
70,295,6934,813,4741,3168
70,492,3557,5030,6384,4991
70,493,4871,3456,3205,4992
70,494,2156,5195,1767,3855
71,493,5682,2241,4868,2604
71,496,27,3958,6649,1764
71,497,1563,6603,1676,4521
71,498,258,2107,1730,6216
71,499,6467,6443,7036,1518
72,501,162,830,6945,2985
72,502,553,4524,5903,2901
72,503,1105,50,3462,7043
72,504,2238,6108,6658,6726
73,506,1427,1376,931,962
73,507,413,938,2107,3912
73,508,1279,4555,7030,1678
73,509,6114,2779,1710,5940
73,510,4067,4145,2846,6767
73,511,4324,2926,5734,6471
73,512,817,3500,4924,309
74,423,3979,1079,3202,5217
74,514,3816,5848,3135,5312
74,515,1426,4359,6444,758
74,516,3657,1174,5550,3445
74,517,3696,3223,388,608
74,518,1242,2458,5857,5102
75,129,3429,5491,2721,393
75,145,6228,274,5220,3655
75,520,1499,3830,357,456
75,521,2528,2509,4853,1685
75,522,2546,6582,5836,324
76,154,6776,3376,1183,1987
76,164,5947,1671,3029,990
76,524,6498,3198,4541,3522
76,525,877,2391,3118,4646
77,71,2373,841,2727,842
77,527,4181,3992,777,4
77,528,4613,5495,1774,4398
77,529,2583,299,1388,4918
77,530,5858,4334,543,5331
77,531,568,882,6355,3086
78,44,5433,4669,4179,5389
78,337,298,1094,3213,798
78,351,3051,2526,1687,6492
78,533,1841,852,2574,2591
78,534,4115,4981,354,1469
78,535,6657,2358,3251,3315
79,537,3873,4076,29,5230
79,538,3954,4361,642,4982
79,539,6466,6807,1040,5157
79,540,2547,378,1829,557
80,58,6557,3532,3942,5732
80,368,4266,3288,3980,6397
80,542,5963,551,1845,3349
80,543,3922,5534,4233,5839
80,544,1524,6399,2994,3985
81,120,2787,5151,236,2009
81,546,309,1864,1494,4738
81,547,4681,1280,554,1654
81,548,5739,3033,2009,2711
82,137,3473,13,6482,1097
82,370,5673,3425,2814,6787
82,550,1119,5365,379,2351
82,551,964,83,4070,3561
83,553,2721,6335,2343,2168
83,554,2006,5319,5711,6105
83,555,6803,6970,4519,2610
83,556,4988,4172,4327,3645
84,192,2536,4034,2311,491
84,280,4333,3910,4524,954
84,557,677,3527,5794,4281
84,558,5457,6668,4022,4358
84,559,6915,6497,4066,3075
84,560,2143,5761,2013,397
84,561,2509,2896,6992,106
84,562,439,2797,5470,2124
85,275,3904,6592,3512,712
85,545,146,3571,6997,3379
85,564,388,3178,366,5666
85,565,512,2141,4592,1124
86,140,465,3870,753,3761
86,157,503,825,6444,2582
86,170,4066,1426,6274,1669
86,238,657,2946,3119,591
86,240,1877,3298,4881,2887
86,354,148,2018,5888,2599
86,487,5404,767,3869,645
86,567,4883,4782,715,3644
86,568,938,229,2043,6785
86,569,6559,6446,3984,203
86,570,6289,1706,3332,1545
86,571,808,3147,3269,86
86,572,1595,92,3580,6447
86,573,251,3276,3373,6167
86,574,4704,1428,6556,2117
87,383,4792,5659,3218,6119
87,576,3600,3893,1252,4268
87,577,2095,3897,3031,4098
87,578,6076,626,2597,2727
87,579,2215,725,2175,4997
87,580,2622,4664,5262,5586
88,223,609,1386,2387,2762
88,450,3301,4881,5343,4715
88,582,3641,1502,3475,759
88,583,1545,2231,2710,2043
88,584,6970,4632,5576,769
88,585,3987,6504,5579,4989
89,144,5050,473,3279,6434
89,587,6127,1794,7,3851
89,588,2338,1879,1738,2683
89,589,3101,4477,5129,2368
89,590,6350,3466,4692,5111
89,591,5228,6750,6437,2834
89,592,6811,6986,2172,1088
89,593,5384,4512,619,5068
90,595,1275,3275,1547,5229
90,596,2708,6606,3484,4840
90,597,1012,6771,1267,1841
90,598,1217,4484,4239,2789
91,92,4162,4459,6865,1424
91,273,1272,5138,2534,4634
91,571,5888,5405,4456,5688
91,589,266,3059,2688,2457
91,599,1031,46,1964,2819
91,600,130,5439,3474,2270
91,601,3794,1393,385,2
91,602,6162,3844,1117,158
91,603,3059,2003,1326,464
91,604,6662,5113,5942,2952
91,605,3086,3813,2687,2979
92,29,4807,6852,6937,3759
92,84,3947,7023,3001,5879
92,141,5835,2059,6895,5050
92,322,2599,5050,1506,1121
92,607,4118,3547,5793,2608
92,608,4751,3055,6969,4530
92,609,3534,1573,4186,2060
92,610,1239,4633,3183,1579
92,611,4025,176,2375,1722
92,612,3656,5337,510,5155
92,613,4234,309,3516,2327
92,614,6789,2643,1749,6462
93,398,2260,1915,1170,6636
93,616,4449,3834,3648,6232
93,617,1112,1900,6488,5440
93,618,2342,1553,2041,3265
93,619,1870,2551,6908,3109
93,620,519,5328,2168,421
94,337,6162,5076,6709,1493
94,621,342,1400,5603,420
94,622,5556,1914,5184,1978
94,623,5447,4280,5928,5864
95,584,2483,5913,6652,1671
95,625,6359,3150,4334,4842
95,626,6790,4956,4557,5317
95,627,5203,6123,994,2649
95,628,146,787,786,3338
96,240,1584,5510,2344,2051
96,630,3001,5126,2000,1688
96,631,5535,1602,550,1707
96,632,5784,4686,101,3980
96,633,3427,588,4279,366
97,635,6944,4741,5848,3238
97,636,3579,6606,6622,2548
97,637,942,2370,2008,6148
97,638,5230,3340,6081,322
98,640,3014,6963,5926,238
98,641,4715,51,6672,5097
98,642,4907,4352,3637,3743
98,643,1653,544,5977,2769
98,644,6315,3581,3176,746
99,152,4486,1430,1774,6735
99,261,3375,4815,1534,264
99,646,2533,4656,5811,1862
99,647,2235,5066,963,6877
99,648,6899,2718,1136,5108
100,2,338,5295,4644,3200
100,156,5364,1456,3171,2324
100,313,858,5153,768,1240
100,446,2512,3143,2620,3880
101,650,1054,5802,4255,4022
101,651,3746,337,228,4885
101,652,1716,459,4335,3154
101,653,4399,768,940,4961
101,654,734,3605,2551,6978
102,9,1376,2655,4878,1339
102,31,907,4446,3352,4490
102,44,6550,3297,5870,5051
102,56,2759,4872,2365,1341
102,130,65,1582,5920,637
102,132,833,3189,4939,262
102,141,3826,6108,1284,2577
102,271,232,933,6785,282
102,295,5122,6141,5121,5659
102,317,2023,634,5568,5313
102,567,1016,3477,2595,1725
102,606,2758,6650,6703,4929
102,618,6030,326,591,2895
102,656,3806,3408,1279,3297
102,657,4364,6943,1701,1301
102,658,6925,3568,4481,3045
102,659,521,6181,2368,1138
102,660,334,1786,6735,938
102,661,3191,4125,2968,5567
102,662,4626,2197,3819,2814
102,663,1437,3746,6466,6499
102,664,4769,6675,4964,2363
103,85,6536,5251,6368,2619
103,375,3832,6997,3468,3427
103,618,139,6821,6999,4690
103,665,1891,2198,4636,1647
103,666,5152,560,1885,1027
103,667,6795,1847,2765,6515
103,668,6387,4529,2651,4025
103,669,715,2317,2365,6381
103,670,5355,3205,4438,3015
103,671,5564,2217,123,5792
103,672,3666,3568,3470,6324
103,673,5267,4543,655,1435
103,674,5258,1036,2055,2755
103,675,1734,6616,3970,4068
103,676,5681,3653,5329,3926
104,297,1035,6831,3785,6075
104,678,3444,3750,5559,1551
104,679,4390,4030,559,3847
104,680,1859,3136,3849,5163
104,681,1950,5951,6241,6606
105,186,5385,2049,5226,6240
105,229,385,4882,3152,6044
105,683,2972,3632,3732,4714
105,684,1357,2794,878,3601
105,685,1757,188,1040,526
105,686,3542,4177,4806,5769
106,8,522,3936,4380,6223
106,41,787,6694,6366,3078
106,688,1182,4027,6169,5026
106,689,4735,6225,290,5729
106,690,2929,6051,3100,403
106,691,6870,1209,6055,6786
106,692,526,4920,2343,863
106,693,3558,3240,2448,4933
106,694,2269,4684,3431,5899
106,695,6316,3154,38,5736
106,696,5227,5745,4111,49
106,697,2871,6515,4988,6160
106,698,6106,933,4011,5054
106,699,6217,6075,1152,5735
106,700,6476,2543,2402,5030
106,701,2792,3412,3681,6226
107,152,2342,5461,4485,4890
107,327,5493,6742,1139,2387
107,702,2924,5446,4032,6266
107,703,2258,6437,3157,5974
107,704,666,1446,3734,3892
108,361,1948,6774,7025,3157
108,706,6754,3626,1462,5080
108,707,2269,5012,899,6121
108,708,6412,5721,1727,3885
108,709,6862,4325,4437,207
108,710,733,6150,506,7014
108,711,6859,1463,6678,230
108,712,3419,1271,6213,1162
108,713,2461,5278,4685,2281
108,714,1750,3979,1370,5938
108,715,1565,6708,825,1591
109,259,3372,5090,5381,712
109,717,3370,6306,3889,4564
109,718,1181,4562,3153,16
109,719,5653,4693,5208,3729
109,720,5477,2936,4137,5066
110,75,5879,663,6362,1821
110,300,361,3407,4905,616
110,359,3858,4563,5546,2463
110,662,83,6470,1694,6474
110,722,374,28,2885,5267
110,723,3689,3916,4227,2575
110,724,6535,4107,429,1592
110,725,2262,1267,2913,5538
110,726,4662,2843,1001,807
111,35,6730,1603,4931,3731
111,72,3973,4937,4870,2410
111,253,5395,4945,3314,6450
111,305,397,6354,1894,4171
111,728,6669,1646,3937,5283
111,729,4071,3459,6248,6279
111,730,796,1522,848,4729
111,731,600,2281,2970,917
111,732,5178,5202,1297,2089
111,733,2094,2798,5032,2772
111,734,1080,3707,271,146
111,735,1905,5928,6173,761
111,736,4603,128,3520,6800
111,737,6230,5670,3914,5305
111,738,1045,5827,6437,4188
111,739,2112,5866,2300,5714
112,119,904,2797,4259,4570
112,327,6075,3603,4928,1643
112,740,7027,6787,1921,5944
112,741,3342,1173,4957,6767
113,494,4848,5650,5867,20
113,722,4272,3038,1338,6272
113,742,5883,4115,645,430
113,743,1588,5877,796,636
113,744,1760,2374,1579,1507
113,745,2493,6758,6984,5461
113,746,3113,4055,2615,210
113,747,2848,2889,1983,630
113,748,840,5326,867,578
113,749,3854,3988,2767,562
113,750,5918,973,4963,668
113,751,3709,3968,4255,7026
113,752,2293,3725,6726,1679
113,753,111,994,3091,4097
113,754,6605,1876,4878,4102
113,755,1220,2100,3714,5727
113,756,6581,5102,3198,4771
114,259,6211,4655,5962,2792
114,276,4278,598,3038,1863
114,317,5507,6891,2951,5263
114,642,531,6277,3440,34
114,758,2759,3488,3905,5533
114,759,6251,1333,5956,3360
114,760,2864,2863,7029,2994
114,761,961,6500,2968,2613
114,762,5313,2746,1191,1753
114,763,3967,4272,4918,6241
114,764,98,4027,6892,5545
114,765,4142,4312,3512,1601
115,46,3701,6293,3681,4177
115,422,5331,5262,5812,1542
115,531,61,2211,1049,4774
115,674,2865,6007,119,5226
115,703,1563,2672,4709,5790
115,767,5649,5507,3535,5078
115,768,2384,6984,3981,2097
115,769,5707,227,4396,3451
115,770,5007,5787,2501,2494
115,771,6120,3646,1360,1370
115,772,4016,2148,6166,3174
115,773,6928,4150,2133,7048
115,774,2328,3927,4368,558
115,775,1555,2621,6200,4337
115,776,4325,1551,5977,6357
116,177,3106,564,2822,989
116,240,2883,2958,2114,115
116,671,2202,6373,1139,4670
116,726,40,5198,5288,5298
116,777,4096,3344,444,5381
116,778,475,1290,7043,100
116,779,3308,1852,308,5612
116,780,2478,1384,1134,2516
116,781,2486,4601,1896,3151
116,782,5552,5496,2026,5522
117,58,4624,6256,3666,4571
117,65,2693,1341,5329,5712
117,784,214,4474,6986,919
117,785,4958,5513,4110,3905
117,786,4621,3817,6083,1733
117,787,1111,4274,4713,2317
118,592,4878,1708,2597,225
118,789,3344,6312,3460,1249
118,790,6169,3320,6829,3668
118,791,526,4965,1660,4620
119,8,2449,2015,3005,481
119,524,6702,3508,4553,5252
119,792,471,5228,6231,1527
119,793,5763,1906,4294,3702
119,794,5340,1555,192,6193
119,795,748,2303,4614,3744
119,796,3222,785,6227,5749
119,797,2405,1399,142,6461
119,798,6258,1576,146,6376
119,799,4223,3864,1011,4755
119,800,2795,2359,6901,5668
120,462,6610,4330,71,2434
120,747,3879,3758,4667,5391
120,802,618,388,2394,6090
120,803,6525,1237,1476,3867
120,804,1850,4392,3860,1194
120,805,1528,3736,2685,4800
120,806,6536,4247,6248,6731
120,807,593,3088,6450,126
120,808,3826,952,520,4446
120,809,2790,2228,1458,1995
120,810,5329,825,3553,3729
120,811,1494,4727,220,714
120,812,6603,1342,6910,3124
120,813,1243,6545,125,5782
120,814,6540,955,1993,5506
120,815,6843,5781,4081,4020
120,816,1816,3884,5820,3797
120,817,4746,2400,2307,4063
120,818,2088,1201,310,6926
121,439,2756,1453,6646,4551
121,606,1131,6367,3283,3071
121,820,2287,1835,3243,1913
121,821,5680,4584,6011,6794
122,91,4332,5994,294,6213
122,234,4412,4269,4002,1983
122,558,4519,6484,6122,4784
122,822,3765,299,6146,3001
122,823,4719,3833,2444,3680
123,51,1324,4840,2989,2217
123,320,606,6618,6797,448
123,825,3615,6209,5112,6987
123,826,2477,3115,1618,2830
123,827,155,4530,5309,1385
123,828,2235,3023,4261,2339
123,829,2537,4896,6582,2557
124,58,1075,4887,245,3099
124,252,2199,1940,2789,2459
124,326,303,5681,3376,537
124,636,4216,3355,780,2312
124,831,2755,4092,73,2422
124,832,2506,323,1652,3053
124,833,6253,5556,6619,6310
124,834,259,5426,2631,5057
124,835,3519,3536,3827,6407
124,836,2505,5881,2892,5108
124,837,3680,6944,4626,188
124,838,2234,2317,6969,1181
125,712,1313,814,1698,3241
125,839,3511,6322,372,96
125,840,3457,4527,1918,4887
125,841,6375,121,28,4770
126,248,3062,1967,1501,5077
126,297,1709,648,4325,2487
126,351,5209,6257,3763,5270
126,842,4414,6941,580,3590
126,843,807,2620,232,5933
127,306,6050,2006,3444,7037
127,410,3179,1093,5517,1533
127,844,1891,6616,2979,28
127,845,326,2181,753,463
127,846,5833,1961,6584,2685
127,847,6688,1874,663,3130
127,848,5755,2928,1318,2164
127,849,5126,1666,833,5820
127,850,3510,3149,1948,6091
127,851,74,5972,743,4771
127,852,19,5352,585,623
